graph_id,node_id,node_name,node_category,node_text,predicted_ra_id,predicted_ra_name,predicted_score,ground_truth_ra_names,correct,top_k_matches
DHsystem_Devices_security_impl_1.aaxl2,comp_alarms,Alarms,device,alarms category device classifier github dhsystem devices aadl devices alarms ports al door al win,comp.iotim,IoTIM,0.05767870336926624,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05767870336926624}]"
DHsystem_Devices_security_impl_1.aaxl2,comp_door_sensor,DoorSensor,device,door sensor category device classifier github dhsystem devices aadl devices door sensor ports al door,comp.iotim,IoTIM,0.053832229470604585,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.053832229470604585}]"
DHsystem_Devices_security_impl_1.aaxl2,comp_window_sensor,WindowSensor,device,window sensor category device classifier github dhsystem devices aadl devices window sensor ports al win,comp.iotim,IoTIM,0.05697340258433362,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05697340258433362}]"
DHsystem_Devices_thermo_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports dm thermo,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
DHsystem_Devices_thermo_impl_1.aaxl2,comp_hvac,HVAC,device,hvac category device classifier github dhsystem devices aadl devices hvac ports hvac ts,comp.iotim,IoTIM,0.05954013845455254,Actuator|Device|Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05954013845455254}]"
DHsystem_Devices_thermo_impl_1.aaxl2,comp_thermostat_sensort,ThermostatSensort,device,thermostat sensort category device classifier github dhsystem devices aadl devices thermo sensor ports hvac ts,comp.iotim,IoTIM,0.06191848898260714,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06191848898260714}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_web_interface,WebInterface,device,web interface category device classifier github dhsystem interfaces aadl interfaces web interface ports web acc web cm out,comp.device,Device,0.04602322026035299,Application,0,"[{""ra_id"": ""comp.device"", ""ra_name"": ""Device"", ""score"": 0.04602322026035299}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_backup_recovery,BackupRecovery,device,backup recovery category device classifier github dhsystem interfaces aadl interfaces backup recovery ports br acc br config,comp.device,Device,0.050292247527833026,Application|IoTIM,0,"[{""ra_id"": ""comp.device"", ""ra_name"": ""Device"", ""score"": 0.050292247527833026}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_plugin_manager,PluginManager,device,plugin manager category device classifier github dhsystem interfaces aadl interfaces plugin manager ports pm config pm device pm comm,comp.device,Device,0.056146999210500814,Application|IoTIM,0,"[{""ra_id"": ""comp.device"", ""ra_name"": ""Device"", ""score"": 0.056146999210500814}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_simulated_environment,SimulatedEnvironment,device,simulated environment category device classifier github dhsystem interfaces aadl interfaces simulated environment ports dev se,comp.device,Device,0.08159530347838301,Application|IoTIM,0,"[{""ra_id"": ""comp.device"", ""ra_name"": ""Device"", ""score"": 0.08159530347838301}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_account,Account,system,account category system classifier github dhsystem accounts aadl accounts dhaccounts impl ports web acc br acc config acc,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_authentication,Authentication,device,authentication category device classifier github dhsystem accounts aadl accounts authentication ports web out au br out au au,comp.driver,Driver,0.019445667706836617,Gateway|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.019445667706836617}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_account_settings,AccountSettings,device,account settings category device classifier github dhsystem accounts aadl accounts account settings ports au as ac as,comp.driver,Driver,0.02048621070961357,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.02048621070961357}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_access_control,AccessControl,device,access control category device classifier github dhsystem accounts aadl accounts access control ports config ac ac,comp.driver,Driver,0.09072172496046504,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.09072172496046504}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_dhconfigurations,DHConfigurations,system,dhconfigurations category system classifier github dhsystem configurations aadl configurations dhconfig impl ports config acc config cm web config br config pm config,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_programmable_thermostat,ProgrammableThermostat,device,programmable thermostat category device classifier github dhsystem configurations aadl configurations thermo program ports plan tp cm tp rep tp,comp.driver,Driver,0.018549109038295774,Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.018549109038295774}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_programmable_appliance_manager,ProgrammableApplianceManager,device,programmable appliance manager category device classifier github dhsystem configurations aadl configurations app program manager ports plan apm cm apm rep apm,comp.driver,Driver,0.017410068073720194,Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.017410068073720194}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_security_system,SecuritySystem,device,security system category device classifier github dhsystem configurations aadl configurations security system ports plan ss cm ss rep ss,comp.driver,Driver,0.01898152652503779,Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.01898152652503779}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_programmable_humidistat,ProgrammableHumidistat,device,programmable humidistat category device classifier github dhsystem configurations aadl configurations hum program ports plan hp cm hp rep hp,comp.driver,Driver,0.018549109038295774,Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.018549109038295774}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_planner,Planner,device,planner category device classifier github dhsystem configurations aadl configurations planner ports plan tp plan apm plan ss plan hp cm plan,comp.driver,Driver,0.015401915321747034,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.015401915321747034}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_configuration_manager,ConfigurationManager,device,configuration manager category device classifier github dhsystem configurations aadl configurations comm manager ports cm tp cm plan cm ss cm out cm cm out acc cm hp cm rep cm apm web out cm br out cm pm out cm,comp.driver,Driver,0.00860335003206345,Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.00860335003206345}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_report,Report,device,report category device classifier github dhsystem configurations aadl configurations report ports rep apm rep tp rep ss rep hp cm rep,comp.driver,Driver,0.015401915321747034,Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.015401915321747034}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_communication,Communication,system,communication category system classifier github dhsystem communications aadl communications dhcommunications impl ports comm device pm comm config comm,comp.gateway,Gateway,0.03641255964716328,Gateway|IoTIM,1,"[{""ra_id"": ""comp.gateway"", ""ra_name"": ""Gateway"", ""score"": 0.03641255964716328}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_acquisitor,Acquisitor,device,acquisitor category device classifier github dhsystem communications aadl communications acquisitor ports cm aq,comp.driver,Driver,0.02319261393809866,Driver|Sensor,1,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.02319261393809866}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_communication_manager,CommunicationManager,device,communication manager category device classifier github dhsystem communications aadl communications communication manager ports config cm pm out cm cm aq cm gateway,comp.gateway,Gateway,0.07540964791904327,Gateway|IoTIM,1,"[{""ra_id"": ""comp.gateway"", ""ra_name"": ""Gateway"", ""score"": 0.07540964791904327}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_dhgateway,DHgateway,system,dhgateway category system classifier github dhsystem communications aadl communications dhgateway impl ports cm gateway gateway device,comp.gateway,Gateway,0.03954031892087127,Gateway,1,"[{""ra_id"": ""comp.gateway"", ""ra_name"": ""Gateway"", ""score"": 0.03954031892087127}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_temp_controller,tempController,device,temp controller category device classifier github dhsystem communications aadl communications temp controller,comp.driver,Driver,0.022416773940902888,Actuator|Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.022416773940902888}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_hum_controller,humController,device,hum controller category device classifier github dhsystem communications aadl communications hum controller,comp.driver,Driver,0.022416773940902888,Actuator|Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.022416773940902888}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_power_controller,powerController,device,power controller category device classifier github dhsystem communications aadl communications power controller,comp.driver,Driver,0.022416773940902888,Actuator|Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.022416773940902888}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_appl_controller,applController,device,appl controller category device classifier github dhsystem communications aadl communications appl controller,comp.driver,Driver,0.022416773940902888,Application,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.022416773940902888}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_sec_controller,secController,device,sec controller category device classifier github dhsystem communications aadl communications sec controller,comp.driver,Driver,0.022416773940902888,Application|Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.022416773940902888}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_devices,Devices,system,devices category system classifier github dhsystem devices aadl devices dhdevices impl ports device se pm device comm device,comp.iotim,IoTIM,0.0829782382875217,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.0829782382875217}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_device_manager,DeviceManager,system,device manager category system classifier github dhsystem devices aadl devices device manager ports dm hum dm pow dm sec dm thermo dm se out gateway out dm pm out dm,comp.iotim,IoTIM,0.03348676609732983,Device|IoTIM,1,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.03348676609732983}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_humidity_devices,HumidityDevices,system,humidity devices category system classifier github dhsystem devices aadl devices humidity impl ports dm hum,comp.iotim,IoTIM,0.08899994780896558,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896558}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_humidifier,Humidifier,device,humidifier category device classifier github dhsystem devices aadl devices humidifier ports hum sensor,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_dehumidifier,Dehumidifier,device,dehumidifier category device classifier github dhsystem devices aadl devices dehumidifier ports dh sensor,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_humidity_sensor,HumiditySensor,device,humidity sensor category device classifier github dhsystem devices aadl devices hum sensor ports hum sensor dh sensor,comp.sensor,Sensor,0.0807505230652903,Sensor,1,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.0807505230652903}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_power_devices,PowerDevices,system,power devices category system classifier github dhsystem devices aadl devices power impl ports dm pow,comp.iotim,IoTIM,0.08899994780896558,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896558}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_switch,Switch,device,switch category device classifier github dhsystem devices aadl devices switch ports sw app sw light,comp.iotim,IoTIM,0.057944682044973814,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.057944682044973814}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_appliances,Appliances,device,appliances category device classifier github dhsystem devices aadl devices appliances ports sw app,comp.iotim,IoTIM,0.06387680382564674,Application,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06387680382564674}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_lights,Lights,device,lights category device classifier github dhsystem devices aadl devices lights ports sw light,comp.iotim,IoTIM,0.06423863993018263,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06423863993018263}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_security_devices,SecurityDevices,system,security devices category system classifier github dhsystem devices aadl devices security impl ports dm sec,comp.iotim,IoTIM,0.08899994780896558,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896558}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_alarms,Alarms,device,alarms category device classifier github dhsystem devices aadl devices alarms ports al door al win,comp.iotim,IoTIM,0.05767870336926624,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05767870336926624}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_door_sensor,DoorSensor,device,door sensor category device classifier github dhsystem devices aadl devices door sensor ports al door,comp.iotim,IoTIM,0.053832229470604585,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.053832229470604585}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_window_sensor,WindowSensor,device,window sensor category device classifier github dhsystem devices aadl devices window sensor ports al win,comp.iotim,IoTIM,0.05697340258433362,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05697340258433362}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_thermostat_devices,ThermostatDevices,system,thermostat devices category system classifier github dhsystem devices aadl devices thermo impl ports dm thermo,comp.iotim,IoTIM,0.08899994780896561,Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.08899994780896561}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_hvac,HVAC,device,hvac category device classifier github dhsystem devices aadl devices hvac ports hvac ts,comp.iotim,IoTIM,0.05954013845455254,Actuator|Device,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.05954013845455254}]"
DHsystem_Systems_DHsystem_impl_1.aaxl2,comp_thermostat_sensort,ThermostatSensort,device,thermostat sensort category device classifier github dhsystem devices aadl devices thermo sensor ports hvac ts,comp.iotim,IoTIM,0.06191848898260714,Sensor,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.06191848898260714}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports target temp target humid,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_humid_sensor,humid_sensor,process,humid sensor category process classifier github home automation aadl packages home automation aadl home automation sensor humid sensor step ports in value value,comp.sensor,Sensor,0.04645685832825079,Sensor,1,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.04645685832825079}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_update,update,thread,update category thread classifier github home automation aadl packages home automation aadl home automation sensor thread humid ports value out value in,comp.sensor,Sensor,0.016596837225948263,Application|Driver,0,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.016596837225948263}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_temp_sensor,temp_sensor,process,temp sensor category process classifier github home automation aadl packages home automation aadl home automation sensor temperature sensor step ports in value value,comp.sensor,Sensor,0.047759858153227926,Sensor,1,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.047759858153227926}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_update_2,update,thread,update category thread classifier github home automation aadl packages home automation aadl home automation sensor thread temp ports value out value in,comp.sensor,Sensor,0.016596837225948263,Application|Driver,0,"[{""ra_id"": ""comp.sensor"", ""ra_name"": ""Sensor"", ""score"": 0.016596837225948263}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_window,window,process,window category process classifier github home automation aadl packages home automation aadl home automation actuator window step ports temp value cmd,comp.actuator,Actuator,0.01648123849998305,Actuator|Device,1,"[{""ra_id"": ""comp.actuator"", ""ra_name"": ""Actuator"", ""score"": 0.01648123849998305}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_update_3,update,thread,update category thread classifier github home automation aadl packages home automation aadl home automation actuator thread window ports cmd act,comp.actuator,Actuator,0.016742023985743315,Application|Driver,0,"[{""ra_id"": ""comp.actuator"", ""ra_name"": ""Actuator"", ""score"": 0.016742023985743315}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_termostat,termostat,process,termostat category process classifier github home automation aadl packages home automation aadl home automation actuator heater step ports temp value cmd,comp.actuator,Actuator,0.01674202398574332,Actuator|Device,1,"[{""ra_id"": ""comp.actuator"", ""ra_name"": ""Actuator"", ""score"": 0.01674202398574332}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_update_4,update,thread,update category thread classifier github home automation aadl packages home automation aadl home automation actuator thread thermostat ports cmd act,comp.actuator,Actuator,0.016742023985743315,Application|Driver,0,"[{""ra_id"": ""comp.actuator"", ""ra_name"": ""Actuator"", ""score"": 0.016742023985743315}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_ha_control,HA_control,process,ha control category process classifier github home automation aadl packages home automation aadl home automation host controller periodic op ports set target temp set target humid temp value humid value window cmd termostat cmd,comp.driver,Driver,0.010629954641639346,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.010629954641639346}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_algorithm,algorithm,thread,algorithm category thread classifier github home automation aadl packages home automation aadl home automation algorithm ex ports window cmd termostat cdm temp humid,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_cpu1,cpu1,processor,cpu1 category processor classifier github home automation aadl packages home automation aadl home automation cpu 1mhz,comp.application,Application,0.0,Device|Driver,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_cpu2,cpu2,processor,cpu2 category processor classifier github home automation aadl packages home automation aadl home automation cpu 1mhz,comp.application,Application,0.0,Device|Driver,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_cpu3,cpu3,processor,cpu3 category processor classifier github home automation aadl packages home automation aadl home automation cpu 1mhz,comp.application,Application,0.0,Device|Driver,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_cpu4,cpu4,processor,cpu4 category processor classifier github home automation aadl packages home automation aadl home automation cpu 1mhz,comp.application,Application,0.0,Device|Driver,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
HomeAutomationAADL_HomeAutomation_HA_impl_1.aaxl2,comp_cpu5,cpu5,processor,cpu5 category processor classifier github home automation aadl packages home automation aadl home automation cpu 1mhz,comp.application,Application,0.0,Device|Driver,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_Client_tier_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports configuration monitoring,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_Client_tier_impl_1.aaxl2,comp_smarthome_hw_platform,SMARTHOME_HW_PLATFORM,processor,smarthome hw platform category processor classifier github smart home smarthome main aadl smart home arch smarthome hw platform,comp.application,Application,0.0,Device,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_Client_tier_impl_1.aaxl2,comp_plugin,PLUGIN,system,plugin category system classifier github smart home smarthome main aadl smart home arch plugin ports busdata configure control configured control,comp.driver,Driver,0.031832729429451166,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.031832729429451166}]"
SmartHome_smart_home_arch_appliances_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports appliance switch current status,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_appliances_impl_1.aaxl2,comp_activator,ACTIVATOR,device,activator category device classifier github smart home smarthome main aadl smart home arch activator ports activate devices running devices battery level cofig measuring,comp.iotim,IoTIM,0.04571835873792874,Actuator,0,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.04571835873792874}]"
SmartHome_smart_home_arch_appliances_impl_1.aaxl2,comp_power_source,POWER_SOURCE,device,power source category device classifier github smart home smarthome main aadl smart home arch power source ports status,comp.driver,Driver,0.01814495864771653,Device,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.01814495864771653}]"
SmartHome_smart_home_arch_home_controller_framework_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports busdata fin fout,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_home_controller_framework_impl_1.aaxl2,comp_system_settings,SYSTEM_SETTINGS,process,system settings category process classifier github smart home smarthome main aadl smart home arch system setting ports change settings updated settings,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_home_controller_framework_impl_1.aaxl2,comp_user_command,USER_COMMAND,process,user command category process classifier github smart home smarthome main aadl smart home arch user command ports give command execute command,comp.application,Application,0.0,Application,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_home_controller_framework_impl_1.aaxl2,comp_schedular,SCHEDULAR,process,schedular category process classifier github smart home smarthome main aadl smart home arch schedular ports set schedular scheduled task,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_home_controller_framework_impl_1.aaxl2,comp_software_updater,SOFTWARE_UPDATER,process,software updater category process classifier github smart home smarthome main aadl smart home arch software updater ports command status,comp.driver,Driver,0.031159792189064575,Gateway|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.031159792189064575}]"
SmartHome_smart_home_arch_home_controller_framework_impl_1.aaxl2,comp_protocol_layer,PROTOCOL_LAYER,process,protocol layer category process classifier github smart home smarthome main aadl smart home arch protocol layer ports pinput poutput,comp.iotim,IoTIM,0.03176517850158697,Gateway|IoTIM,1,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.03176517850158697}]"
SmartHome_smart_home_arch_plugin_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports busdata configure control configured control,comp.driver,Driver,0.05797792723398175,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.05797792723398175}]"
SmartHome_smart_home_arch_plugin_impl_1.aaxl2,comp_software_updater,SOFTWARE_UPDATER,process,software updater category process classifier github smart home smarthome main aadl smart home arch software updater ports command status,comp.driver,Driver,0.031159792189064575,Gateway|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.031159792189064575}]"
SmartHome_smart_home_arch_plugin_impl_1.aaxl2,comp_plugin_manager,PLUGIN_MANAGER,process,plugin manager category process classifier github smart home smarthome main aadl smart home arch plugin manager ports installation current status,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_plugin_impl_1.aaxl2,comp_event_manager,EVENT_MANAGER,process,event manager category process classifier github smart home smarthome main aadl smart home arch event manager ports regin current status,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_plugin_impl_1.aaxl2,comp_custom_plugin,CUSTOM_PLUGIN,process,custom plugin category process classifier github smart home smarthome main aadl smart home arch custom plugin ports command status,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_plugin_impl_1.aaxl2,comp_protocol_layer,PROTOCOL_LAYER,process,protocol layer category process classifier github smart home smarthome main aadl smart home arch protocol layer ports pinput poutput,comp.iotim,IoTIM,0.03176517850158697,Gateway|IoTIM,1,"[{""ra_id"": ""comp.iotim"", ""ra_name"": ""IoTIM"", ""score"": 0.03176517850158697}]"
SmartHome_smart_home_arch_sensor_unit_impl_1.aaxl2,comp_system,SYSTEM,system,system category system ports sense inward moment user command configuration,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_sensor_unit_impl_1.aaxl2,comp_hw,HW,bus,hw category bus classifier github smart home smarthome main aadl smart home arch hwconnection,comp.application,Application,0.0,Actuator|Device|Sensor,0,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
SmartHome_smart_home_arch_sensor_unit_impl_1.aaxl2,comp_plugin,PLUGIN,system,plugin category system classifier github smart home smarthome main aadl smart home arch plugin ports busdata configure control configured control,comp.driver,Driver,0.031832729429451166,Application|IoTIM,0,"[{""ra_id"": ""comp.driver"", ""ra_name"": ""Driver"", ""score"": 0.031832729429451166}]"
SmartHome_smart_home_arch_sensor_unit_impl_1.aaxl2,comp_home_controller_framework,HOME_CONTROLLER_FRAMEWORK,system,home controller framework category system classifier github smart home smarthome main aadl smart home arch home controller framework ports busdata fin fout,comp.application,Application,0.0,Application|IoTIM,1,"[{""ra_id"": ""comp.application"", ""ra_name"": ""Application"", ""score"": 0.0}]"
